Name,City,District,Address,Latitude,Longitude,Type,Languages,AgeRange,Rating,Students,Fees,Curriculum,Website,Phone,Specialties
Gárdonyi Géza Általános Iskola,Sződliget,,"Sződliget, Rákóczi u. 1, 2133",47.7307788,19.1541724,Elementary,Hungarian,6-14,4.1,,Public (Free),Hungarian National Curriculum (NAT),https://szodligetiskola.hu/,(06 27) 590 085,
Antal-Ka Autósiskola Kft.,Göd,,"Göd, IV. Béla király u. 36/A, 2132",47.7022979,19.1539492,School,Hungarian,6-18,3,,Unknown (Needs verification),Hungarian National Curriculum,http://autosiskolam.com/,06 20 942 6990,
Hétszínvirág Óvoda,Pomáz,,"Pomáz, Jókai Mór u. 2, 2013",47.640821,19.0316643,Kindergarten,Hungarian,3-6,5,,Public (Free),IB (International Baccalaureate),https://www.hetszinvirag-pomaz.hu/,(06 26) 325 325,
Mesevölgyi Óvoda,Pomáz,,"Pomáz, Beniczky u. 11, 2013",47.6488307,19.0170352,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 26) 325 206,
Mesedombi Óvoda,Pomáz,,"Pomáz, Ady Endre u., 2013",47.65100330000001,19.0044309,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 26) 325 451,
Napsugár Óvoda,Pomáz,,"Pomáz, József Attila u. 4, 2013",47.6462405,19.0267736,Kindergarten,Hungarian,3-6,4.7,,Public (Free),Hungarian National Curriculum (NAT),,(06 26) 325 317,
Mesevár óvoda,Pomáz,,"Pomáz, Béke u. 9, 2013",47.6487359,19.0301529,Kindergarten,Hungarian,3-6,4.3,,Public (Free),Hungarian National Curriculum (NAT),https://www.hetszinvirag-pomaz.hu/mesevar-tagovoda/,,
Activity Angol-Magyar Sportóvoda,Pomáz,,"Pomáz, Kubinyi Kálmán u. 1, 2013",47.6426676,19.033803,Kindergarten,Hungarian,3-6,4.4,,Public (Free),IB (International Baccalaureate),http://www.activity-ovoda.hu/,06 30 228 7833,Sports programs
Almafa Óvoda és Bölcsi,Pomáz,,"Pomáz, Fáy András u. 49, 2013",47.6480203,19.0274076,Kindergarten,Hungarian,3-6,4.3,,Public (Free),Hungarian National Curriculum (NAT),http://www.almafaovoda.hu/,06 30 389 7072,
Mackó-Kuckó,Pomáz,,"Pomáz, Mártírok útja 22, 2013",47.64706109999999,19.0305483,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://mackokuckoovoda.hu/,(06 26) 322 881,
Tündérkert Magánóvoda és Baby-Hotel,Pomáz,,"Pomáz, Katona József u. 2, 2013",47.6340323,19.0243194,Kindergarten,Hungarian,3-6,5,,Private (Fee-paying),Hungarian National Curriculum (NAT),,06 30 500 2177,
Ibolya u,Pomáz,,"Pomáz, Ibolya u., 2013",47.6398707,19.0229493,IB School,Hungarian,6-18,,,Private (Fee-paying),Hungarian National Curriculum (NAT),,,
Eszterház Néphagyomány Éltető Óvoda,Pomáz,,"Pomáz, Tamási Áron u. 2, 2013",47.6537246,18.9994238,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://www.eszterhaz.net/,(06 26) 630 940,
Sashegyi Sándor Általános Iskola és Gimnázium,Pomáz,,"Pomáz, Iskola u. 2, 2013",47.6505896,19.01794,Elementary,Hungarian,6-14,4.8,,Public (Free),IB (International Baccalaureate),http://www.sashegyi.hu/,(06 26) 326 244,
Mátyás Király Általános Iskola,Pomáz,,"Pomáz, Mátyás király u. 2, 2013",47.6415718,19.0304151,Elementary,Hungarian,6-14,3.8,,Public (Free),Hungarian National Curriculum (NAT),http://matyasiskola.hu/,(06 26) 325 545,
Német Nemzetiségi Általános Iskola,Pomáz,,"Pomáz, Beniczky u. 53, 2013",47.6487186,19.0117557,Elementary,"German, Hungarian",6-14,,,Public (Free),Hungarian National Curriculum,https://www.pomazinemetsuli.hu/,(06 26) 525 173,German language program
Teleki Wattay Művészeti Iskola,Pomáz,,"Pomáz, Templom tér 3, 2013",47.6514833,19.0180815,School,Hungarian,6-18,4.9,10,"121

eur",IB (International Baccalaureate),http://www.twmi.hu/,(06 26) 325 511,Arts programs
Tempus Felnőttek Általános Iskolája és Gimnáziuma Pomázi Tagintézménye,Pomáz,,"Pomáz, Mátyás király u. 2, 2013",47.6418994,19.0297745,Gymnasium,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),https://www.tempus.suli.hu/,,
Helyszín,Pomáz,,"Pomáz, PX4C+XR, 2013",47.7074722,18.9721111,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
Pomázer Deutsche Nationalitätengrundschule,Budapest,XI,"Pomáz, 1111 48, 2013",47.6491738,19.0117357,International,"German, Hungarian",3-18,,,"€5,000-€15,000/year (estimated)",Hungarian National Curriculum,https://www.pomazinemetsuli.hu/,,"German language program, International curriculum"
Apró Lépések Fejlesztőház,Pomáz,,"Pomáz, Sicambria u. 2, 2013",47.6502984,19.025594,School,Hungarian,6-18,4,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://pomazifejlesztohaz.hu/kapcsolat/,06 20 253 7434,
tanulássegítés,Pomáz,,"Pomáz, Orgona u. 51/C, 2013",47.6488246,19.0039679,Primary,Hungarian,6-18,,,Unknown (Needs verification),IB Primary Years Programme (PYP),http://www.tanulj-jol.hupont.hu/,06 20 800 1323,
Német Nemzetiségi Óvoda,Pilisvörösvár,,"Pilisvörösvár, Rákóczi u. 6, 2085",47.6148515,18.9140743,Kindergarten,"German, Hungarian",3-6,4.5,,Public (Free),IB (International Baccalaureate),http://nnovi.ovoda.org/kapcsolat.php,(06 26) 330 004,German language program
Ligeti Cseperedő Német Nemzetiségi Óvoda,Pilisvörösvár,,"Pilisvörösvár, Zrínyi u. 48, 2085",47.6320564,18.8953921,Kindergarten,"German, Hungarian",3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://ligeticseperedoovoda.hu/,(06 26) 330 370,German language program
Széchenyi Utcai Tagóvoda,Pilisvörösvár,,"Pilisvörösvár, Széchenyi u. 5, 2085",47.6158477,18.9157194,Kindergarten,Hungarian,3-6,5,,Public (Free),IB (International Baccalaureate),http://www.nnovi.ovoda.org/,(06 26) 530 337,
Német Nemzetiségi Óvodá,Pilisvörösvár,,"Pilisvörösvár, Hősök tere 3, 2085",47.616637,18.9130043,School,"German, Hungarian",6-18,3,,Unknown (Needs verification),IB (International Baccalaureate),http://www.nnovi.ovoda.org/,(06 26) 330 004,German language program
Gradus tagóvoda,Pilisvörösvár,,"Pilisvörösvár, Solymári u. 1, 2085",47.616395,18.9127359,Kindergarten,Hungarian,3-6,4.5,,Public (Free),IB (International Baccalaureate),http://www.nnovi.ovoda.org/menupont.php?lap=GradusTagovoda,(06 26) 330 004,
Pilisvörösvári Templom Téri Német Nemzetiségi Általános Iskola,Pilisvörösvár,,"Pilisvörösvár, Templom tér 19, 2085",47.61854779999999,18.9081268,Elementary,"German, Hungarian",6-14,3.6,,Public (Free),Hungarian National Curriculum (NAT),http://temisk.hu/,06 30 645 1040,German language program
Német Nemzetiségi Általános Iskola,Pilisvörösvár,,"Pilisvörösvár, Vásár tér 1, 2085",47.6191667,18.9038889,Elementary,"German, Hungarian",6-14,,,Public (Free),IB (International Baccalaureate),http://www.nnai.hu/,(06 26) 330 250,German language program
Palánta Általános Iskola,Pilisvörösvár,,"Pilisvörösvár, Kisvasút utca 5, 2085",47.6145647,18.9003427,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),https://www.palanta.hu/,(06 26) 374 457,
Friedrich Schiller Gimnázium és Kollégium,Pilisvörösvár,,"Pilisvörösvár, Szabadság u. 21, 2085",47.6207409,18.9031755,Gymnasium,Hungarian,14-18,,629,Public (Free),Hungarian National Curriculum (NAT),http://www.schiller-gymnasium.hu/,(06 26) 330 140,
Pilisvörösvár,Pilisvörösvár,,"Pilisvörösvár, 11108 21, 2085",47.6206435,18.9031774,Secondary,Hungarian,14-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
PMPSZ Pilisvörösvári Tagintézmény,Pilisvörösvár,,"Pilisvörösvár, Rákóczi u. 8, 2085",47.6130469,18.919759,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,06 30 432 3729,
Napsugár Óvoda,Solymár,,"Solymár, József Attila u., 2083",47.5920554,18.9366405,Kindergarten,Hungarian,3-6,4.3,,Public (Free),IB (International Baccalaureate),http://www.ovoda-solymar.hu/,(06 26) 360 168,
Kék Óvoda,Vác,,"Solymár, Váci Mihály u. 26, 2083",47.5975897,18.9293067,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 26) 360 309,
Lustige Zwerge Német Nemzetiségi Óvoda,Solymár,,"Solymár, Mátyás király u. 19, 2083",47.591437,18.9372752,Kindergarten,"German, Hungarian",3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),http://www.lustigezwerge.hu/,(06 26) 360 184,German language program
"Solymári Hunyadi Mátyás Német Nemzetiségi Általános Iskola, Alapfokú Művészeti Iskola",Solymár,,"Solymár, Templom tér 26, 2083",47.5909501,18.9287743,Elementary,"German, Hungarian",6-14,,,Public (Free),IB (International Baccalaureate),http://www.solymarialtalanos.hu/,(06 26) 560 811,"German language program, Arts programs"
Budapest School Solymár,Solymár,,"Solymár, Sport u. 38, 2083",47.5965464,18.9435514,School,Hungarian,6-18,4.1,,Unknown (Needs verification),IB (International Baccalaureate),https://budapestschool.org/hu/tanulj-velunk/solymar/,06 20 914 4751,
"Orpheum, Fészek Waldorf iskola",Solymár,,"Solymár, Rókus u. 1, 2083",47.5925397,18.9519994,Alternative,Hungarian,6-18,5,,"€2,000-€4,000/year",Hungarian National Curriculum (NAT),,,Waldorf/Steiner pedagogy
Fly Away Siklóernyős Iskola,Solymár,,"Solymár, Kölcsey u. 7, 2083",47.5807191,18.9227467,School,Hungarian,6-18,5,,Unknown (Needs verification),IB (International Baccalaureate),http://www.flyaway.hu/,06 30 466 1395,
Kolonád Kft.,Solymár,,"Solymár, Széles u. 1, 2083",47.59966259999999,18.9145783,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,06 30 961 7576,
TSWPA,Solymár,,"Solymár, József Attila u., 2083",47.5926943,18.9321664,School,Hungarian,6-18,,,Unknown (Needs verification),Waldorf/Steiner Education,http://tswpa.hu/?page_id=78,(06 26) 360 145,
Biatorbágyi Általános Iskola és Magyar-Angol Két Tanítási Nyelvű Általános Iskola,Biatorbágy,,"Biatorbágy, Szentháromság tér 6, 2051",47.4621502,18.8115412,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),https://iskola.biatorbagy.hu/,(06 23) 310 168,Bilingual education (Hungarian-English)
Biatorbágyi Általános Iskola és Magyar-Angol Két Tanítási Nyelvű Általános Iskola,Biatorbágy,,"Biatorbágy, Kálvin tér, 2051",47.4624002,18.8124418,Elementary,Hungarian,6-14,3,,Public (Free),IB (International Baccalaureate),http://biaisk.hu/,(06 23) 696 018,Bilingual education (Hungarian-English)
Biatorbágyi Innovatív Technikum és Gimnázium,Biatorbágy,,"Biatorbágy, Antall József u. 1, 2051",47.4799131,18.8097997,Gymnasium,Hungarian,14-18,4.8,200,Public (Free),IB (International Baccalaureate),https://www.bit-edu.hu/,06 70 669 2970,
"Szily-kastély, Biatorbágy",Biatorbágy,,"Biatorbágy, Kálvin tér 4, 2051",47.4619404,18.812108,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://iskola.biatorbagy.hu/,,
Hegedűs Akadémia,Biatorbágy,,"Biatorbágy, Damjanich u. 5, 2051",47.4728721,18.8293781,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
"Multijogsi Autósiskola Biatorbágy - Teherautó jogosítvány, E-Learning, Gépkezelői tanfolyam",Biatorbágy,,"Biatorbágy, Fő u. 1, 2051",47.4725605,18.8326524,School,Hungarian,6-18,4.9,,Unknown (Needs verification),IB (International Baccalaureate),https://multijogsi.hu/,06 30 596 1015,
Sola Scriptura Teológiai Főiskola,Biatorbágy,,"Biatorbágy, Patak u. 34/a, 2051",47.4682359,18.829004,School,Hungarian,6-18,5,,Unknown (Needs verification),IB (International Baccalaureate),http://www.sola.hu/,06 20 379 6260,
Biatorbágy Ritsmann iskola,Biatorbágy,,"Biatorbágy, 2051",47.477433,18.832112,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
Legjobbiskola,Biatorbágy,,"Biatorbágy, Sasbérc út 1, 2051",47.456682,18.884281,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),https://www.kozepiskolairangsor.hu/instit/search?use_distance=on&distance=10&lat=47.47760500&lon=18.83212000&tf[]=altalanos_iskola&comp=100201824001,06 30 524 7635,
Biai Szőlőszem Református Óvoda,Biatorbágy,,"Biatorbágy, Nagy u. 28, 2051",47.46284139999999,18.8105233,"Kindergarten, Religious",Hungarian,3-6,3.7,,Free or nominal fees (Church school),IB (International Baccalaureate),https://biairefiovi.hu/,,Reformed Church education
Tarziciusz Autósiskola,Biatorbágy,,"Biatorbágy, Szabadság út 96, 2051",47.4715564,18.8273107,School,Hungarian,6-18,4.5,,Unknown (Needs verification),IB (International Baccalaureate),http://tarziciuszautosiskola.hu/,06 20 925 6219,
Bella suli,Biatorbágy,,"Biatorbágy, Szentháromság tér, 2051",47.4656342,18.8077761,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
Lovas Autós-Motoros Iskola,Biatorbágy,,"Biatorbágy, Meggyfa u. 38, 2051",47.4767513,18.832712,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.lovasautosiskola.hu/kapcsolat.html,06 20 912 2499,
GAMMA Fejlesztő Központ,Biatorbágy,,"Biatorbágy, Szily Kálmán út 6B, 2051",47.4835857,18.8251724,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.gammakozpont.hu/,06 30 261 7276,
Biatorbágyi Csicsergő Óvoda,Biatorbágy,,"Biatorbágy, Bajcsy-Zsilinszky u. 13, 2051",47.467566,18.8080855,Kindergarten,Hungarian,3-6,4.7,,Public (Free),Hungarian National Curriculum (NAT),,(06 23) 310 095,
Iránytű Fejlesztőház,Biatorbágy,,"Biatorbágy, Szabadság út 17, 2051",47.4664323,18.8107685,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),https://iranytufejlesztohaz.hu/,,
Lovas Autós-Motoros Iskola,Biatorbágy,,"Biatorbágy, Karinthy Frigyes u. 4, 2051",47.4776049,18.83212,School,Hungarian,6-18,,,Unknown (Needs verification),IB (International Baccalaureate),http://www.lovasautosiskola.hu/kepzesek_B.html,06 20 912 2499,
Csonkási Óvoda,Veresegyház,,"Veresegyház, Hétvezér út 6, 2112",47.6520504,19.2638538,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),,06 30 539 1730,
Kéz a Kézben Óvoda,Veresegyház,,"Veresegyház, Széchenyi tér 2, 2112",47.653892,19.2978944,Kindergarten,Hungarian,3-6,4.2,,Public (Free),Hungarian National Curriculum (NAT),,06 70 504 6777,
Veresegyházi Kéz a Kézben Óvoda,Veresegyház,,"Veresegyház, Béke u. 30, 2112",47.6525031,19.2859168,Kindergarten,Hungarian,3-6,3.7,,Public (Free),Hungarian National Curriculum (NAT),,(06 28) 385 232,
Lévai Óvoda,Veresegyház,,"Veresegyház, 2112",47.6652165,19.2817365,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,06 70 504 6792,
Kéz a Kézben Óvoda Ligetek,Veresegyház,,"Veresegyház, Gyermekliget u. 32, 2112",47.6632103,19.2711947,Kindergarten,Hungarian,3-6,3.5,,Public (Free),Hungarian National Curriculum (NAT),,(06 28) 389 936,
Zöld Óvoda,Veresegyház,,"Veresegyház, Béke u. 33, 2112",47.65247830000001,19.2866305,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,,
Veresegyház KalandVár Óvoda és Családi Bölcsőde,Veresegyház,,"Veresegyház, Salamon u. 5/A, 2112",47.6510497,19.2686037,Nursery,Hungarian,3-6,4.7,,Public (Free),Hungarian National Curriculum (NAT),https://www.facebook.com/people/KalandV%C3%A1r-%C3%93voda-%C3%A9s-Csal%C3%A1di-B%C3%B6lcs%C5%91de/100083023976256/,06 70 327 5791,
Veresegyházi Árnyas Óvoda,Veresegyház,,"Veresegyház, Árnyas u. 1, 2112",47.6494313,19.3109008,Kindergarten,Hungarian,3-6,4,,Public (Free),IB (International Baccalaureate),http://www.arnyasnet.hu/ovoda/,(06 28) 386 466,
Picur Magánóvoda Alapítvány,Veresegyház,,"Veresegyház, Mogyoródi u. 55, 2112",47.6502938,19.2693102,Kindergarten,Hungarian,3-6,5,,Private (Fee-paying),Hungarian National Curriculum (NAT),http://www.picurovoda.hu/,06 20 390 3937,
Veresegyházi Mézeskalács Óvoda És Családi Napközi,Veresegyház,,"Veresegyház, Bárdos Lajos u. 33, 2112",47.6572968,19.2623379,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),http://www.mezeskalacsovi.hu/,06 20 938 9399,
"Veresegyház, Széchenyi tér óvoda",Veresegyház,,"Veresegyház, 2112",47.654067,19.297936,Kindergarten,Hungarian,3-6,2.7,,Public (Free),Hungarian National Curriculum (NAT),,,
Veresegyházi Meseliget Bölcsőde,Veresegyház,,"Veresegyház, Kertész utca 4, 2112",47.6638305,19.2691112,Nursery,Hungarian,6-18,4.4,,Unknown (Needs verification),IB (International Baccalaureate),http://www.meseligetbolcsi.hu/,(06 28) 588 800,
Piros Óvoda Veresegyház,Veresegyház,,"Veresegyház, Béke u. 30, 2112",47.6524662,19.2861315,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,,
Bárka Baptista Óvoda,,,"Erdőkertes, Fő tér 2, 2113",47.6691098,19.3077718,Kindergarten,Hungarian,3-6,4.2,,Free or nominal fees (Church school),IB (International Baccalaureate),https://barkaovi.hu/,06 70 460 0803,
Zeneliget Családinapközi,Veresegyház,,"Veresegyház, liget köz 5, 2112",47.66455329999999,19.2685425,School,Hungarian,6-18,3,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,06 70 629 3234,Music programs
Ki Akarok Nyílni Óvoda,,,"Erdőkertes, Rákóczi u. 9-11, 2113",47.6680223,19.3066829,Kindergarten,Hungarian,3-6,4.3,,Public (Free),IB (International Baccalaureate),https://kertesiovi.hu/,(06 28) 595 086,
Picur magánóvoda - Veresegyház,Veresegyház,,"Veresegyház, Óvoda u., 2112",47.658336,19.2856123,Kindergarten,Hungarian,3-6,,,Private (Fee-paying),Hungarian National Curriculum (NAT),http://www.picurovoda.hu/kapcsolat.php,06 20 390 3937,
Erdőkertesi Szőlőfürt Református Óvoda,,,"Erdőkertes, Tó u. 13, 2113",47.665447,19.3050365,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),https://szolofurtovoda.reformatus.hu/,(06 28) 745 855,Reformed Church education
Őrbottyáni Napsugár Óvoda Margaréta Tagóvodája,Őrbottyán,,"Őrbottyán, Óvoda u. 1, 2162",47.6939918,19.2910451,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),,(06 28) 360 298,
"Veresegyház, Árnyas óvoda",Veresegyház,,"Veresegyház, 2112",47.649383,19.31065,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,,
"Veresegyház, Gyermekligeti Óvoda",Veresegyház,,"Veresegyház, 2112",47.66442199999999,19.270394,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,,
Miniakadémia nonprofit Kft.,Veresegyház,,"Veresegyház, Viczián u. 32, 2112",47.6754042,19.2851226,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,06 20 313 9462,
A Jövő Iskolája Általános Iskola - Future School Veresegyház,Veresegyház,,"Veresegyház, Fő út 106, 2112",47.6605253,19.2827092,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),https://futureschool.hu/,06 30 952 8213,
Veresegyházi Fabriczius József Általános Iskola (felső tagozat),Veresegyház,,"Veresegyház, Fő út 77-79, 2112",47.6577148,19.283985,Elementary,Hungarian,6-14,,2025,Public (Free),IB (International Baccalaureate),http://www.fabriczius.hu/,06 30 782 8117,
Veresegyházi Fabriczius József Általános Iskola (alsó tagozat),Veresegyház,,"Veresegyház, Mogyoródi u. 5, 2112",47.6550421,19.2807223,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://www.veresfabalap.hu/,(06 28) 586 770,
Remigius Általános Iskola - Montessori iskola,Veresegyház,,"Veresegyház, Gyermekliget u. 32, 2112",47.6631845,19.2711805,"Elementary, Alternative",Hungarian,6-14,,,"€3,000-€6,000/year",IB (International Baccalaureate),http://www.remigius.hu/,06 30 149 6470,Montessori method
Lisznyay Szabó Gábor Zeneiskola,Veresegyház,,"Veresegyház, Nap u., 2112",47.6520663,19.2856234,School,Hungarian,6-18,4.7,,Unknown (Needs verification),IB (International Baccalaureate),https://veresegyhaz-lisznyay.hu/wordpress/,(06 28) 387 210,
ESTI GIMNÁZIUM Veresegyház (Verka-Esti),Veresegyház,,"Veresegyház, Fő út 117-125, 2112",47.6605503,19.2802163,Gymnasium,Hungarian,14-18,,,Public (Free),IB (International Baccalaureate),https://estigimnazium.veresegyhaz.hu/,06 20 497 3590,
Mézesvölgyi iskola parkoló,Veresegyház,,"Veresegyház, Mogyoródi u. 11, 2112",47.6544233,19.2803775,School,Hungarian,6-18,3.9,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
"Veresegyház, Általános iskola",Veresegyház,,"Veresegyház, 2112",47.657368,19.284685,Elementary,Hungarian,6-14,4.6,,Public (Free),Hungarian National Curriculum (NAT),,,
"Veresegyház, Általános iskola",Veresegyház,,"Veresegyház, 2112",47.656899,19.285365,Elementary,Hungarian,6-14,4,,Public (Free),Hungarian National Curriculum (NAT),,,
Jávorszki Autósiskola - Veresegyház,Veresegyház,,"Veresegyház, Hétvezér út 2, 2112",47.65267679999999,19.2661431,School,Hungarian,6-18,4.7,,Unknown (Needs verification),IB (International Baccalaureate),http://javorszkiiskola.hu/,06 30 259 9545,
Sway Sporttánc Tánciskola Egyesület,Csomád,,"Veresegyház, Csomádi út 2, 2112",47.6537599,19.2779224,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.swaytanciskola.hu/,06 20 458 1541,Sports programs
Einstein Tanoda,Veresegyház,,"Veresegyház, Mogyoródi u. 6/b, 2112",47.6543164,19.2811833,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
Veresegyházi Katolikus Gimnázium (Verka),Veresegyház,,"Veresegyház, Fő út 117-125, 2112",47.6606068,19.2804536,"Gymnasium, Religious",Hungarian,14-18,,32,Free or nominal fees (Church school),IB (International Baccalaureate),https://verka.hu/,06 30 162 7246,Catholic education
Isk. Jánoska,Veresegyház,,"Veresegyház, Gyermekliget u. 32, 2112",47.6631915,19.2711698,Primary,Hungarian,6-18,,,Unknown (Needs verification),IB Primary Years Programme (PYP),,,
Számviteliskola Kft | Mérlegképes könyvelő képzés,Veresegyház,,"Veresegyház, Lisznyay Szabó Gábor utca 5/A, 2112",47.6604326,19.2526274,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),https://www.szamviteliskola.hu/,06 30 412 8526,
Tóthné Ági Autósiskola,Veresegyház,,"Veresegyház, Repkény u. 3, 2112",47.6440196,19.2785402,School,Hungarian,6-18,2.3,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.tothneagi-autosiskola.hu/,06 20 956 6065,
Smaragd SE - Veresegyházi Kutyaiskola,Veresegyház,,"Veresegyház, Ráday u., 2112",47.6540396,19.2920453,School,Hungarian,6-18,4.8,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.kutyaiskola-veresegyhaz.hu/,06 20 967 3340,
Jehovai Tanúi Királyság-terme,Veresegyház,,"Veresegyház, Lehár Ferenc u. 2, 2112",47.6587531,19.2681387,School,Hungarian,6-18,5,,Unknown (Needs verification),IB (International Baccalaureate),https://jw.org/,,
Hangvár Alapítvány,Veresegyház,,"Veresegyház, Gyermekliget u. 32, 2112",47.6632584,19.272121,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,06 30 500 7791,
Óvodák,Fót,,"Fót, Fruzsina u. 4, 2151",47.6125265,19.1867572,School,Hungarian,6-18,3.9,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 27) 538 425,
Ibolyás Utcai Óvoda,Fót,,"Fót, Ibolyás u. 6, 2151",47.6079069,19.2020724,"Kindergarten, IB School",Hungarian,3-6,5,,Private (Fee-paying),IB (International Baccalaureate),https://fotiovi.hu/tagintezmenyek/galagonya-ovoda,(06 27) 538 455,
Fóti Boglárka Óvoda,Fót,,"Fót, Béke u. 39, 2151",47.6256399,19.1827856,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,,
Száz Juhocska Református Óvoda,Fót,,"2151 Fót, Vörösmarty tér 2, 2151",47.6080161,19.1944398,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),IB (International Baccalaureate),http://www.fotiref.hu/ovoda/,(06 27) 360 733,Reformed Church education
Angolpalánta Montessori Óvoda,Fót,,"Fót, Kalász u. 5, 2151",47.6239405,19.1900541,"Kindergarten, Alternative",Hungarian,3-6,4.7,,"€3,000-€6,000/year",Hungarian National Curriculum (NAT),http://www.angolpalanta.com/,06 30 343 1667,Montessori method
Katolikus Óvoda,Fót,,"Fót, Vörösmarty Mihály tér 15, 2151",47.6073479,19.1979052,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),Hungarian National Curriculum,http://gondviselesovoda.hu/,,Catholic education
Óvodák,Fót,,"Fót, Szent Benedek u. 11, 2151",47.6160347,19.1937013,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 27) 358 018,
Gondviselés Óvoda Fót,Fót,,"Fót, Szeberényi u. 1, 2151",47.6076012,19.1991238,Kindergarten,Hungarian,3-6,4.5,,Public (Free),Hungarian National Curriculum,http://gondviselesovoda.hu/,(06 27) 360 154,
Fóti Népművészeti Szakgimnázium és Gimnázium,Fót,,"Fót, Vörösmarty Mihály tér 2, 2151",47.60411389999999,19.1955652,Gymnasium,Hungarian,14-18,3.9,,Public (Free),Hungarian National Curriculum (NAT),https://fot-nepmuveszeti.hu/wordpress/,06 30 244 1922,Arts programs
Fóti Garay János Általános Iskola,Fót,,"Fót, Arany János u. 20-26, 2151",47.6131286,19.1916132,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),,(06 27) 358 144,
Németh Kálmán Általános Iskola,Fót,,"Fót, Március 15. u., 2151",47.6288554,19.1806582,Elementary,"German, Hungarian",6-14,,10,Public (Free),Hungarian National Curriculum (NAT),http://www.nksuli.edu.hu/,06 30 243 5210,German language program
Fóti Zeneiskola - AMI,Fót,,"Fót, Dózsa György u. 12-14, 2151",47.6105412,19.1933848,School,Hungarian,6-18,3.9,,Unknown (Needs verification),Hungarian National Curriculum (NAT),https://fot-zeneiskola.hu/wordpress/,06 30 294 7278,
